레시피일련번호,요리명,요리인분명_no,요리인분명,요리내용,재료명,중량,단위,재료분류
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,짜장분말 ,1,봉,짜장분말물 재료
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,물 ,1/2컵,-,짜장분말물 재료
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,다진마늘 ,1,큰술,양념
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,소금 ,약간,-,양념
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,후춧가루 ,약간,-,양념
681921,짜장덮밥,4,4인분,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,식용유 ,4,큰술,양념
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,강력분 ,400,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,중력분 ,100,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,유기농 통밀분 ,50,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,설탕 ,65,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,생크림 ,200,ml,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,따뜻한 물 ,140~1,70ml,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,소금 ,8,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,플랙시드 가루(옵션) ,2,큰술,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,인스턴트 드라이 이스트 ,12,그램,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,계란 ,1,개,재료
682655,통밀브레드,6,6인분이상,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,버터 ,60,그램,재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,돼지고기 안심(약 ,500g,) 1덩어리,재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,청양고추 ,1,개,재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,된장 ,1,큰술,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,통후추 ,0.,5큰술,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,대파 흰 부분 ,2,대,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,마늘 ,7,쪽,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,생강이나 생강가루 ,0.,3큰술,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,물 ,2,컵,돼지고기 삶는 물
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,간장 ,7,큰술,조림장재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,청주 ,3,큰술,조림장재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,맛술 ,3,큰술,조림장재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,흑설탕 ,1,큰술,조림장재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,물엿 ,1,큰술,조림장재료
682697,돼지고기안심장조림,6,6인분이상,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,물 ,2,컵,조림장재료
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,오이 ,1,개,재료
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,부추 썬것 ,1,줌,재료
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,양파 ,1/4개,-,재료
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,고춧가루 ,1,T,양념
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,까나리액젓 ,1,T,양념
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,설탕 ,0.,5T,양념
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,다진 마늘 ,0.,5T,양념
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,통깨 ,1,T,양념
682718,오이부추무침,2,2인분,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,굵은소금 ,0.,5T,양념
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,계란 ,4,개,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,설탕 ,65,g,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,버터 ,25,g,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,우유 ,13,g,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,밀가루박력분 ,60,g,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,녹차가루 ,10,g,녹차시트 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,생크림 ,100,g,토핑 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,설탕 ,10,g,토핑 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,팥앙금 ,100,g,토핑 재료
682893,녹차팥롤케이크,6,6인분이상,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,팥배기 적당히,-,-,토핑 재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,쑥떡(긴것) ,1,개,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,떡볶이떡 ,250,g,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,양파 ,1/2개,-,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,양배추 ,200,g,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,당근 ,1/2개,-,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,대파 ,1,대,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,동글어묵 ,5,개,재료
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,고추장 ,4,TS,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,고춧가루 ,1,TS,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,진간장 ,2,TS,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,황설탕 ,2,TS,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,요리당 ,1,TS,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,마늘(다지기) ,4,알,떡볶이 양념
683113,쑥떡떡볶이,3,3인분,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,멸치육수 ,400,ml,떡볶이 양념
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,로메인 ,10,장,재료
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,양상추 ,3,장,재료
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,하림 슬림 닭가슴살(삶은 닭가슴살 ,1쪽,) 1캔,재료
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,방울 토마토 ,10,개,재료
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,파마산치즈 ,약간,-,재료
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,노른자 ,2,개,시저 샐러드 드레싱
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,우스터소스 ,1,ts,시저 샐러드 드레싱
683843,치킨시저샐러드,3,3인분,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,백후추 ,1/4ts,-,시저 샐러드 드레싱
